Starting training for 100 epochs...
Epoch 1 [0/2007] loss=0.2360, rec=0.2360, kl=2.1029
Epoch 7 [440/2007] loss=0.0311, rec=0.0311, kl=1.4720
Epoch 7 [460/2007] loss=0.0449, rec=0.0449, kl=1.4295
Epoch 7 [480/2007] loss=0.0304, rec=0.0304, kl=1.5574
Epoch 7 [500/2007] loss=0.0404, rec=0.0404, kl=1.5084
Epoch 7 [520/2007] loss=0.0335, rec=0.0335, kl=1.6048
Epoch 7 [540/2007] loss=0.0384, rec=0.0384, kl=1.6835
Epoch 7 [560/2007] loss=0.0526, rec=0.0526, kl=1.4189
Epoch 7 [580/2007] loss=0.0366, rec=0.0366, kl=1.4047
Epoch 7 [600/2007] loss=0.0423, rec=0.0423, kl=1.4898
Epoch 7 [620/2007] loss=0.0371, rec=0.0371, kl=1.3462
Epoch 7 [640/2007] loss=0.0383, rec=0.0383, kl=1.3892
Epoch 7 [660/2007] loss=0.0378, rec=0.0378, kl=1.4297
Epoch 7 [680/2007] loss=0.0457, rec=0.0457, kl=1.3616
Epoch 7 [700/2007] loss=0.0396, rec=0.0396, kl=1.5339
Epoch 7 [720/2007] loss=0.0352, rec=0.0352, kl=1.3037
Epoch 7 [740/2007] loss=0.0427, rec=0.0427, kl=1.3865
Epoch 7 [760/2007] loss=0.0409, rec=0.0409, kl=1.6697
Epoch 7 [780/2007] loss=0.0464, rec=0.0464, kl=1.6129
Epoch 7 [800/2007] loss=0.0432, rec=0.0432, kl=1.5255
Epoch 7 [820/2007] loss=0.0420, rec=0.0420, kl=1.4069
Epoch 7 [840/2007] loss=0.0541, rec=0.0541, kl=1.3839
Epoch 7 [860/2007] loss=0.0343, rec=0.0343, kl=1.4255
Epoch 7 [880/2007] loss=0.0443, rec=0.0443, kl=1.3681
Epoch 7 [900/2007] loss=0.0412, rec=0.0412, kl=1.5371
Epoch 7 [920/2007] loss=0.0314, rec=0.0314, kl=1.5557
Epoch 7 [940/2007] loss=0.0422, rec=0.0422, kl=1.5204
Epoch 7 [960/2007] loss=0.0416, rec=0.0416, kl=1.5228
Epoch 7 [980/2007] loss=0.0393, rec=0.0393, kl=1.3810
Epoch 7 [1000/2007] loss=0.0377, rec=0.0377, kl=1.4143
Epoch 7 [1020/2007] loss=0.0387, rec=0.0387, kl=1.4141
Epoch 7 [1040/2007] loss=0.0345, rec=0.0345, kl=1.5626
Epoch 7 [1060/2007] loss=0.0449, rec=0.0449, kl=1.4431
Epoch 7 [1080/2007] loss=0.0341, rec=0.0341, kl=1.6137
Epoch 7 [1100/2007] loss=0.0440, rec=0.0440, kl=1.4593
Epoch 7 [1120/2007] loss=0.0415, rec=0.0415, kl=1.4945
Epoch 7 [1140/2007] loss=0.0301, rec=0.0301, kl=1.4855
Epoch 7 [1160/2007] loss=0.0333, rec=0.0333, kl=1.3913
Epoch 7 [1180/2007] loss=0.0394, rec=0.0394, kl=1.3720
Epoch 7 [1200/2007] loss=0.0387, rec=0.0387, kl=1.6517
Epoch 7 [1220/2007] loss=0.0415, rec=0.0415, kl=1.4501
Epoch 7 [1240/2007] loss=0.0417, rec=0.0417, kl=1.3751
Epoch 7 [1260/2007] loss=0.0350, rec=0.0350, kl=1.5254
Epoch 7 [1280/2007] loss=0.0375, rec=0.0375, kl=1.5130
Epoch 7 [1300/2007] loss=0.0343, rec=0.0343, kl=1.5777
Epoch 7 [1320/2007] loss=0.0388, rec=0.0388, kl=1.4843
Epoch 7 [1340/2007] loss=0.0348, rec=0.0348, kl=1.5567
Epoch 7 [1360/2007] loss=0.0328, rec=0.0328, kl=1.7276
Epoch 7 [1380/2007] loss=0.0360, rec=0.0360, kl=1.4482
Epoch 7 [1400/2007] loss=0.0296, rec=0.0295, kl=1.4471
Epoch 7 [1420/2007] loss=0.0328, rec=0.0328, kl=1.4797
Epoch 7 [1440/2007] loss=0.0354, rec=0.0354, kl=1.5856
Epoch 7 [1460/2007] loss=0.0353, rec=0.0353, kl=1.3278
Epoch 7 [1480/2007] loss=0.0480, rec=0.0480, kl=1.4468
Epoch 7 [1500/2007] loss=0.0411, rec=0.0411, kl=1.3086
Epoch 7 [1520/2007] loss=0.0354, rec=0.0354, kl=1.3697
Epoch 7 [1540/2007] loss=0.0450, rec=0.0450, kl=1.5422
Epoch 7 [1560/2007] loss=0.0450, rec=0.0450, kl=1.6092
Epoch 7 [1580/2007] loss=0.0336, rec=0.0336, kl=1.4192
Epoch 7 [1600/2007] loss=0.0314, rec=0.0314, kl=1.3769
Epoch 7 [1620/2007] loss=0.0422, rec=0.0422, kl=1.5682
Epoch 7 [1640/2007] loss=0.0366, rec=0.0366, kl=1.4073
Epoch 7 [1660/2007] loss=0.0272, rec=0.0272, kl=1.5721
Epoch 7 [1680/2007] loss=0.0507, rec=0.0507, kl=1.3922
Epoch 7 [1700/2007] loss=0.0360, rec=0.0360, kl=1.4881
Epoch 7 [1720/2007] loss=0.0378, rec=0.0378, kl=1.3781
Epoch 7 [1740/2007] loss=0.0446, rec=0.0446, kl=1.4369
Epoch 7 [1760/2007] loss=0.0366, rec=0.0366, kl=1.6219
Epoch 7 [1780/2007] loss=0.0341, rec=0.0341, kl=1.7018
Epoch 7 [1800/2007] loss=0.0305, rec=0.0305, kl=1.6743
Epoch 7 [1820/2007] loss=0.0381, rec=0.0381, kl=1.3884
Epoch 7 [1840/2007] loss=0.0376, rec=0.0376, kl=1.5418
Epoch 7 [1860/2007] loss=0.0399, rec=0.0399, kl=1.4488
Epoch 7 [1880/2007] loss=0.0328, rec=0.0328, kl=1.4364
Epoch 7 [1900/2007] loss=0.0412, rec=0.0412, kl=1.4415
Epoch 7 [1920/2007] loss=0.0370, rec=0.0370, kl=1.4894
Epoch 7 [1940/2007] loss=0.0374, rec=0.0374, kl=1.4266
Starting training for 100 epochs (starting from 7)...
Epoch 7 [0/2007] loss=0.0408, rec=0.0408, kl=1.5402
